Position,Track Name,Artist,Streams,Week
32,Betrayed,Lil Xan,3929719,2
33,Silence,Marshmello,3884863,2
34,Never Be the Same,Camila Cabello,3815871,2
35,1-800-273-8255,Logic,3745379,2
36,What Lovers Do (feat. SZA),Maroon 5,3728239,2
37,Stir Fry,Migos,3700208,2
38,Tell Me You Love Me,Demi Lovato,3688248,2
39,I Get the Bag (feat. Migos),Gucci Mane,3648863,2
40,Bodak Yellow,Cardi B,3615183,2
41,Bad At Love,Halsey,3459502,2
42,goosebumps,Travis Scott,3327102,2
43,BUTTERFLY EFFECT,Travis Scott,3257935,2
44,Thunder,Imagine Dragons,3252233,2
45,Roll In Peace (feat. XXXTENTACION),Kodak Black,3212271,2
46,End Game,Taylor Swift,3164402,2
47,Location,Khalid,3163879,2
48,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,3090793,2
49,Unforgettable,French Montana,3036983,2
50,Wanted You (feat. Lil Uzi Vert),NAV,3012676,2
51,Sorry Not Sorry,Demi Lovato,2956614,2
52,Jocelyn Flores,XXXTENTACION,2952867,2
53,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,2868264,2
54,Rewrite The Stars,Zac Efron,2833539,2
55,Fuck Love (feat. Trippie Redd),XXXTENTACION,2813994,2
56,IDGAF,Dua Lipa,2801608,2
57,Saint,Huncho Jack,2787070,2
58,I Miss You (feat. Julia Michaels),Clean Bandit,2701157,2
59,Rubbin Off The Paint,YBN Nahmir,2692281,2
60,Nowadays (feat. Landon Cube),Lil Skies,2613131,2
61,Ghostface Killers,21 Savage,2603261,2
62,Slippery (feat. Gucci Mane),Migos,2593273,2
63,This Is Me,Keala Settle,2570227,2
64,Designer,Lil Pump,2567244,2
65,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,2494436,2
66,GUMMO,6ix9ine,2484706,2
67,DNA.,Kendrick Lamar,2484315,2
68,Shape of You,Ed Sheeran,2464024,2
69,Go Flex,Post Malone,2341546,2
70,Real Friends,Camila Cabello,2339051,2
71,Échame La Culpa,Luis Fonsi,2337131,2
72,Feel It Still,Portugal. The Man,2306298,2
73,Dubai Shit,Huncho Jack,2303477,2
74,The Greatest Show,Hugh Jackman,2302090,2
75,How Long,Charlie Puth,2287917,2
76,Believer,Imagine Dragons,2281315,2
77,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,2267969,2
78,MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,2264515,2
79,Go Legend (& Metro Boomin),Big Sean,2233975,2
80,Body Like A Back Road,Sam Hunt,2183403,2
81,Sober,G-Eazy,2145086,2
82,Never Enough,Loren Allred,2138590,2
83,A Million Dreams,Ziv Zaifman,2117766,2
84,Love Galore (feat. Travis Scott),SZA,2106003,2
85,Redbone,Childish Gambino,2096245,2
86,Rake It Up (feat. Nicki Minaj),Yo Gotti,2093230,2
87,Plain Jane REMIX (feat. Nicki Minaj),A$AP Ferg,2066321,2
88,Ice Tray,Quality Control,2065643,2
89,For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,2045781,2
90,New Freezer (feat. Kendrick Lamar),Rich The Kid,2035386,2
91,White Iverson,Post Malone,2016953,2
92,Sensualidad,Bad Bunny,2011856,2
93,Magnolia,Playboi Carti,2011792,2
94,The Other Side,Hugh Jackman,2010275,2
95,Attention,Charlie Puth,1974154,2
96,Mask Off,Future,1972464,2
97,Losin Control,Russ,1959396,2
98,Wait,Maroon 5,1954887,2
99,The Weekend,SZA,1942835,2
100,Sauce It Up,Lil Uzi Vert,1921901,2
101,That's What I Like,Bruno Mars,1904034,2
102,Relationship (feat. Future),Young Thug,1874545,2
103,Marry Me,Thomas Rhett,1861312,2
104,Delicate,Taylor Swift,1856942,2
105,Say You Won't Let Go,James Arthur,1850900,2
106,Tip Toe (feat. French Montana),Jason Derulo,1831110,2
107,The Weekend - Funk Wav Remix,SZA,1828254,2
108,What Ifs (feat. Lauren Alaina),Kane Brown,1813165,2
109,It's A Vibe,2 Chainz,1807133,2
110,iSpy (feat. Lil Yachty),KYLE,1798190,2
111,Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,1796584,2
112,Dusk Till Dawn - Radio Edit,ZAYN,1794457,2
113,Despacito - Remix,Luis Fonsi,1790194,2
114,So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,1782571,2
115,Mi Gente,J Balvin,1780184,2
116,Transportin',Kodak Black,1775232,2
117,La Modelo,Ozuna,1771671,2
118,Everybody Dies In Their Nightmares,XXXTENTACION,1765206,2
119,Bad and Boujee (feat. Lil Uzi Vert),Migos,1765016,2
120,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,1759652,2
121,Strip That Down,Liam Payne,1752779,2
122,Corazón,Maluma,1752229,2
123,Bounce Back,Big Sean,1739236,2
124,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,1735913,2
125,I Like Me Better,Lauv,1728903,2
126,Look What You Made Me Do,Taylor Swift,1722083,2
127,Red Roses (feat. Landon Cube),Lil Skies,1713795,2
128,Icon,Jaden,1710412,2
129,do re mi,blackbear,1708449,2
130,Passionfruit,Drake,1701407,2
131,Tunnel Vision,Kodak Black,1694705,2
132,The Race,Tay-K,1680632,2
133,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,1669562,2
134,Modern Slavery,Huncho Jack,1666931,2
135,Come Alive,Hugh Jackman,1637167,2
136,...Ready For It?,Taylor Swift,1622079,2
137,No Role Modelz,J. Cole,1592429,2
138,Love Scars,Trippie Redd,1583728,2
139,wokeuplikethis*,Playboi Carti,1583435,2
140,From Now On,Hugh Jackman,1576833,2
141,"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)",Chris Brown,1568534,2
142,Black & Chinese,Huncho Jack,1567787,2
143,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix,Lil Uzi Vert,1550003,2
144,Look At Me!,XXXTENTACION,1537449,2
145,Something Just Like This,The Chainsmokers,1525089,2
146,Closer,The Chainsmokers,1522209,2
147,KOODA,6ix9ine,1517198,2
148,T-Shirt,Migos,1501830,2
149,Unforgettable,Thomas Rhett,1497973,2
150,Sucker for You,Matt Terry,1490807,2
151,beibs in the trap,Travis Scott,1465946,2
152,There's Nothing Holdin' Me Back,Shawn Mendes,1460160,2
153,Fake Love,Drake,1457879,2
154,Slow Hands,Niall Horan,1457857,2
155,Starboy,The Weeknd,1448094,2
156,20 Min,Lil Uzi Vert,1437753,2
157,Lemon,N.E.R.D,1435805,2
158,All Falls Down (feat. Juliander),Alan Walker,1433607,2
159,PRBLMS,6LACK,1431986,2
160,Caroline,Aminé,1429040,2
161,Praying,Kesha,1428118,2
162,Tightrope,Michelle Williams,1421904,2
163,Greatest Love Story,LANCO,1416416,2
164,Die For You,The Weeknd,1410265,2
165,Don't,Bryson Tiller,1405568,2
166,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,1405347,2
167,No Option,Post Malone,1404404,2
168,Se Preparó,Ozuna,1394352,2
169,In Case You Didn't Know,Brett Young,1390749,2
170,Issues,Julia Michaels,1386971,2
171,Yours,Russell Dickerson,1376080,2
172,Broccoli (feat. Lil Yachty),Shelley FKA DRAM,1357126,2
173,Stay,Zedd,1356040,2
174,Glorious (feat. Skylar Grey),Macklemore,1352221,2
175,You Broke Up with Me,Walker Hayes,1350906,2
176,Money Longer,Lil Uzi Vert,1343948,2
177,Exchange,Bryson Tiller,1343059,2
178,First Day Out,Tee Grizzley,1342572,2
179,Myself,NAV,1339080,2
180,Poles 1469,Trippie Redd,1336349,2
181,One Dance,Drake,1334327,2
182,Craving You,Thomas Rhett,1331187,2
183,Bring It Back (with Drake & Mike WiLL Made-It),Trouble,1330606,2
184,Saved,Khalid,1327023,2
185,X (feat. Future),21 Savage,1317977,2
186,When It Rains It Pours,Luke Combs,1312635,2
187,Heartache On The Dance Floor,Jon Pardi,1308623,2
188,Criminal,Natti Natasha,1304797,2
189,Anywhere,Rita Ora,1304729,2
190,Portland,Drake,1303804,2
191,Mayores,Becky G,1300513,2
192,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1299033,2
193,Eye 2 Eye,Huncho Jack,1295916,2
194,Havana - Remix,Camila Cabello,1276913,2
195,Danger (with Migos & Marshmello),Migos,1276157,2
196,So Good (& Metro Boomin),Big Sean,1273030,2
197,Motorcycle Patches,Huncho Jack,1272767,2
198,pick up the phone,Young Thug,1270760,2
199,Now Or Never,Halsey,1263910,2
200,Good Old Days (feat. Kesha),Macklemore,1253378,2
1,rockstar,Post Malone,9029173,3
2,Havana (feat. Young Thug),Camila Cabello,7603077,3
3,Finesse - Remix; feat. Cardi B,Bruno Mars,7415653,3
4,No Limit,G-Eazy,7180976,3
5,Never Be the Same,Camila Cabello,6865390,3
6,I Fall Apart,Post Malone,6657315,3
7,Bartier Cardi (feat. 21 Savage),Cardi B,6578144,3
8,Ric Flair Drip (& Metro Boomin),Offset,6254776,3
9,All The Stars (with SZA),Kendrick Lamar,6083734,3
10,Him & I (with Halsey),G-Eazy,5682309,3
11,LOVE. FEAT. ZACARI.,Kendrick Lamar,5385632,3
12,Codeine Dreaming (feat. Lil Wayne),Kodak Black,5278741,3
13,Let You Down,NF,5102701,3
14,PICK IT UP (feat. A$AP Rocky),Famous Dex,4912350,3
15,Candy Paint,Post Malone,4761542,3
16,XO Tour Llif3,Lil Uzi Vert,4731679,3
17,My My My!,Troye Sivan,4518045,3
18,MotorSport,Migos,4491454,3
19,Bank Account,21 Savage,4451280,3
20,Gucci Gang,Lil Pump,4415024,3
21,River (feat. Ed Sheeran),Eminem,4396983,3
22,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,4356135,3
23,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,4348017,3
24,Plain Jane,A$AP Ferg,4284187,3
25,Stir Fry,Migos,4228882,3
26,HUMBLE.,Kendrick Lamar,4186347,3
27,Sky Walker (feat. Travis Scott),Miguel,4169796,3
28,Wolves,Selena Gomez,4112387,3
29,End Game,Taylor Swift,4109073,3
30,Rewrite The Stars,Zac Efron,4102993,3
31,Perfect,Ed Sheeran,4088057,3
32,Congratulations,Post Malone,4058217,3
33,Betrayed,Lil Xan,3949122,3
34,Young Dumb & Broke,Khalid,3830419,3
35,Too Good At Goodbyes,Sam Smith,3722732,3
36,I Get the Bag (feat. Migos),Gucci Mane,3669500,3
37,Real Friends,Camila Cabello,3632851,3
38,New Rules,Dua Lipa,3618067,3
39,IDGAF,Dua Lipa,3592056,3
40,1-800-273-8255,Logic,3571507,3
41,Bodak Yellow,Cardi B,3492095,3
42,What Lovers Do (feat. SZA),Maroon 5,3375294,3
43,Tell Me You Love Me,Demi Lovato,3372112,3
44,Nowadays (feat. Landon Cube),Lil Skies,3350924,3
45,Roll In Peace (feat. XXXTENTACION),Kodak Black,3287451,3
46,Silence,Marshmello,3251163,3
47,This Is Me,Keala Settle,3231729,3
48,goosebumps,Travis Scott,3185587,3
49,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,3179891,3
50,Thunder,Imagine Dragons,3148066,3
51,Location,Khalid,3113714,3
52,Wanted You (feat. Lil Uzi Vert),NAV,3097151,3
53,Filthy,Justin Timberlake,3082788,3
54,Bad At Love,Halsey,2987353,3
55,BUTTERFLY EFFECT,Travis Scott,2986060,3
56,Jocelyn Flores,XXXTENTACION,2946581,3
57,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,2914479,3
58,Fuck Love (feat. Trippie Redd),XXXTENTACION,2903869,3
59,Unforgettable,French Montana,2788818,3
60,Spotlight,Marshmello,2788395,3
61,Rubbin Off The Paint,YBN Nahmir,2706040,3
62,Sorry Not Sorry,Demi Lovato,2685785,3
63,Slippery (feat. Gucci Mane),Migos,2647609,3
64,Ghostface Killers,21 Savage,2628510,3
65,GUMMO,6ix9ine,2569994,3
66,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,2545437,3
67,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,2509254,3
68,I Miss You (feat. Julia Michaels),Clean Bandit,2479697,3
69,Red Roses (feat. Landon Cube),Lil Skies,2458132,3
70,Shape of You,Ed Sheeran,2411969,3
71,DNA.,Kendrick Lamar,2399831,3
72,The Greatest Show,Hugh Jackman,2383436,3
73,Saint,Huncho Jack,2328812,3
74,Go Flex,Post Malone,2293803,3
75,Designer,Lil Pump,2286331,3
76,Believer,Imagine Dragons,2264684,3
77,Feel It Still,Portugal. The Man,2185732,3
78,Échame La Culpa,Luis Fonsi,2181884,3
79,A Million Dreams,Ziv Zaifman,2132053,3
80,Wait,Maroon 5,2130864,3
81,Never Enough,Loren Allred,2119381,3
82,New Freezer (feat. Kendrick Lamar),Rich The Kid,2094653,3
83,In the Dark,Camila Cabello,2067282,3
84,Love Galore (feat. Travis Scott),SZA,2065042,3
85,How Long,Charlie Puth,2062460,3
86,Redbone,Childish Gambino,2056061,3
87,Rake It Up (feat. Nicki Minaj),Yo Gotti,2046189,3
88,She Loves Control,Camila Cabello,2030583,3
89,Magnolia,Playboi Carti,2027228,3
90,The Other Side,Hugh Jackman,2015445,3
91,White Iverson,Post Malone,1982923,3
92,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,1980993,3
93,Sensualidad,Bad Bunny,1972650,3
94,Losin Control,Russ,1950413,3
95,Mask Off,Future,1949766,3
96,MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,1927170,3
97,Ice Tray,Quality Control,1921945,3
98,Plain Jane REMIX (feat. Nicki Minaj),A$AP Ferg,1905525,3
99,Attention,Charlie Puth,1890409,3
100,Sauce It Up,Lil Uzi Vert,1882184,3
101,KEKE,6ix9ine,1869651,3
102,Relationship (feat. Future),Young Thug,1865190,3
103,Dubai Shit,Huncho Jack,1864605,3
104,Go Legend (& Metro Boomin),Big Sean,1857332,3
105,Body Like A Back Road,Sam Hunt,1838276,3
106,Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,1837380,3
107,Say You Won't Let Go,James Arthur,1812221,3
108,Into It,Camila Cabello,1810311,3
109,The Weekend,SZA,1804385,3
110,What Ifs (feat. Lauren Alaina),Kane Brown,1803188,3
111,Everybody Dies In Their Nightmares,XXXTENTACION,1799823,3
112,All These Years,Camila Cabello,1796241,3
113,Transportin',Kodak Black,1795078,3
114,It's A Vibe,2 Chainz,1791108,3
115,iSpy (feat. Lil Yachty),KYLE,1787029,3
116,That's What I Like,Bruno Mars,1775223,3
117,Despacito - Remix,Luis Fonsi,1757865,3
118,Bad and Boujee (feat. Lil Uzi Vert),Migos,1751646,3
119,I Like Me Better,Lauv,1748182,3
120,Bounce Back,Big Sean,1732778,3
121,Tip Toe (feat. French Montana),Jason Derulo,1730209,3
122,Dusk Till Dawn - Radio Edit,ZAYN,1730191,3
123,Strip That Down,Liam Payne,1730155,3
124,Passionfruit,Drake,1714514,3
125,do re mi,blackbear,1711042,3
126,The Race,Tay-K,1702054,3
127,The Weekend - Funk Wav Remix,SZA,1700312,3
128,Mi Gente,J Balvin,1691375,3
129,Tunnel Vision,Kodak Black,1689550,3
130,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,1686180,3
131,Sober,G-Eazy,1684269,3
132,Come Alive,Hugh Jackman,1664983,3
133,Mine,Bazzi,1664541,3
134,Look What You Made Me Do,Taylor Swift,1656983,3
135,Marry Me,Thomas Rhett,1656971,3
136,La Modelo,Lean Trap,1654845,3
137,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,1653849,3
138,Love Scars,Trippie Redd,1633074,3
139,From Now On,Hugh Jackman,1612572,3
140,Consequences,Camila Cabello,1602091,3
141,No Role Modelz,J. Cole,1593263,3
142,For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,1584637,3
143,KOODA,6ix9ine,1584066,3
144,wokeuplikethis*,Playboi Carti,1576909,3
145,...Ready For It?,Taylor Swift,1564928,3
146,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,1561097,3
147,"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)",Chris Brown,1543837,3
148,Icon,Jaden,1532299,3
149,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix,Lil Uzi Vert,1521392,3
150,Lust,Lil Skies,1512962,3
151,So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,1510726,3
152,Closer,The Chainsmokers,1505749,3
153,Delicate,Taylor Swift,1501901,3
154,T-Shirt,Migos,1497856,3
155,Look At Me!,XXXTENTACION,1489530,3
156,20 Min,Lil Uzi Vert,1482695,3
157,Something Just Like This,The Chainsmokers,1472488,3
158,Fake Love,Drake,1471080,3
159,Unforgettable,Thomas Rhett,1468169,3
160,Die For You,The Weeknd,1455811,3
161,Modern Slavery,Huncho Jack,1453883,3
162,Poles 1469,Trippie Redd,1440006,3
163,Something's Gotta Give,Camila Cabello,1438530,3
164,Don't,Bryson Tiller,1436247,3
165,Lemon,N.E.R.D,1435136,3
166,Starboy,The Weeknd,1432159,3
167,Chloraseptic (feat. 2 Chainz & Phresher) - Remix,Eminem,1428223,3
168,Slow Hands,Niall Horan,1426548,3
169,EL BAÑO (feat. Bad Bunny),Enrique Iglesias,1426207,3
170,Tightrope,Michelle Williams,1423451,3
171,Inside Out,Camila Cabello,1421630,3
172,Caroline,Aminé,1410517,3
173,PRBLMS,6LACK,1406540,3
174,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,1393211,3
175,Broccoli (feat. Lil Yachty),Shelley FKA DRAM,1391067,3
176,Yours,Russell Dickerson,1390028,3
177,X (feat. Future),21 Savage,1389072,3
178,Issues,Julia Michaels,1387276,3
179,Se Preparó,Ozuna,1384609,3
180,No Option,Post Malone,1380908,3
181,Greatest Love Story,LANCO,1380196,3
182,Corazón,Maluma,1374425,3
183,Exchange,Bryson Tiller,1372209,3
184,Praying,Kesha,1370122,3
185,There's Nothing Holdin' Me Back,Shawn Mendes,1367851,3
186,Money Longer,Lil Uzi Vert,1367482,3
187,In Case You Didn't Know,Brett Young,1361992,3
188,beibs in the trap,Travis Scott,1351983,3
189,Criminal,Natti Natasha,1345668,3
190,Myself,NAV,1342719,3
191,Black & Chinese,Huncho Jack,1338161,3
192,When It Rains It Pours,Luke Combs,1334552,3
193,Heaven,Kane Brown,1333234,3
194,One Dance,Drake,1332772,3
195,Glorious (feat. Skylar Grey),Macklemore,1325130,3
196,Lemon - Edit,N.E.R.D,1319942,3
197,Saved,Khalid,1313477,3
198,Losing Sleep,Chris Young,1312415,3
199,Sucker for You,Matt Terry,1310798,3
200,Stay,Zedd,1302835,3
1,God's Plan,Drake,26345370,4
2,rockstar,Post Malone,8635041,4
3,Diplomatic Immunity,Drake,8422148,4
4,Finesse - Remix; feat. Cardi B,Bruno Mars,6831118,4
5,No Limit,G-Eazy,6657944,4
6,I Fall Apart,Post Malone,6557861,4
7,Havana (feat. Young Thug),Camila Cabello,6521146,4
8,Ric Flair Drip (& Metro Boomin),Offset,6355943,4
9,Bartier Cardi (feat. 21 Savage),Cardi B,5972385,4
10,All The Stars (with SZA),Kendrick Lamar,5946526,4
11,Never Be the Same,Camila Cabello,5662604,4
12,Him & I (with Halsey),G-Eazy,5494119,4
13,Codeine Dreaming (feat. Lil Wayne),Kodak Black,5415717,4
14,PICK IT UP (feat. A$AP Rocky),Famous Dex,5281454,4
15,LOVE. FEAT. ZACARI.,Kendrick Lamar,5178866,4
16,Let You Down,NF,5113990,4
17,Stir Fry,Migos,4927600,4
18,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,4712749,4
19,Candy Paint,Post Malone,4675445,4
20,XO Tour Llif3,Lil Uzi Vert,4640030,4
21,Sick Boy,The Chainsmokers,4620927,4
22,Rewrite The Stars,Zac Efron,4517483,4
23,Sky Walker (feat. Travis Scott),Miguel,4466078,4
24,Plain Jane,A$AP Ferg,4365077,4
25,MotorSport,Migos,4356230,4
26,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,4346609,4
27,Bank Account,21 Savage,4300419,4
28,River (feat. Ed Sheeran),Eminem,4291324,4
29,Congratulations,Post Malone,4142267,4
30,HUMBLE.,Kendrick Lamar,4088656,4
31,IDGAF,Dua Lipa,4080375,4
32,Betrayed,Lil Xan,4045706,4
33,Perfect,Ed Sheeran,4005746,4
34,Gucci Gang,Lil Pump,3982880,4
35,Wolves,Selena Gomez,3893063,4
36,Young Dumb & Broke,Khalid,3835506,4
37,I Get the Bag (feat. Migos),Gucci Mane,3745195,4
38,Nowadays (feat. Landon Cube),Lil Skies,3731372,4
39,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,3591262,4
40,Mine,Bazzi,3578060,4
41,Too Good At Goodbyes,Sam Smith,3562193,4
42,This Is Me,Keala Settle,3550419,4
43,New Rules,Dua Lipa,3545665,4
44,1-800-273-8255,Logic,3470572,4
45,Roll In Peace (feat. XXXTENTACION),Kodak Black,3462219,4
46,Bodak Yellow,Cardi B,3407933,4
47,KEKE,6ix9ine,3361621,4
48,Tell Me You Love Me,Demi Lovato,3286326,4
49,Wanted You (feat. Lil Uzi Vert),NAV,3242874,4
50,Location,Khalid,3236297,4
51,End Game,Taylor Swift,3217448,4
52,goosebumps,Travis Scott,3125168,4
53,Silence,Marshmello,3078601,4
54,Thunder,Imagine Dragons,3056588,4
55,My My My!,Troye Sivan,3004797,4
56,Jocelyn Flores,XXXTENTACION,2933632,4
57,BUTTERFLY EFFECT,Travis Scott,2908160,4
58,Wait,Maroon 5,2879045,4
59,Unforgettable,French Montana,2861309,4
60,Bad At Love,Halsey,2838481,4
61,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,2837007,4
62,Fuck Love (feat. Trippie Redd),XXXTENTACION,2814550,4
63,Real Friends,Camila Cabello,2772548,4
64,Red Roses (feat. Landon Cube),Lil Skies,2743080,4
65,Sorry Not Sorry,Demi Lovato,2726019,4
66,Slippery (feat. Gucci Mane),Migos,2630711,4
67,What Lovers Do (feat. SZA),Maroon 5,2621769,4
68,Rubbin Off The Paint,YBN Nahmir,2533239,4
69,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,2517609,4
70,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,2450720,4
71,Filthy,Justin Timberlake,2448004,4
72,I Miss You (feat. Julia Michaels),Clean Bandit,2439132,4
73,Shape of You,Ed Sheeran,2417657,4
74,DNA.,Kendrick Lamar,2413832,4
75,Ice Tray,Quality Control,2386639,4
76,i Shyne,Carnage,2380130,4
77,Saint,Huncho Jack,2349873,4
78,The Greatest Show,Hugh Jackman,2346358,4
79,GUMMO,6ix9ine,2321459,4
80,Go Flex,Post Malone,2304879,4
81,Ghostface Killers,21 Savage,2249597,4
82,Believer,Imagine Dragons,2240847,4
83,Never Enough,Loren Allred,2194774,4
84,Feel It Still,Portugal. The Man,2163257,4
85,New Freezer (feat. Kendrick Lamar),Rich The Kid,2141391,4
86,A Million Dreams,Ziv Zaifman,2137680,4
87,Échame La Culpa,Luis Fonsi,2087060,4
88,Spotlight,Marshmello,2077609,4
89,Redbone,Childish Gambino,2077538,4
90,Marry Me,Thomas Rhett,2074747,4
91,Rake It Up (feat. Nicki Minaj),Yo Gotti,2044080,4
92,The Other Side,Hugh Jackman,2031305,4
93,Love Galore (feat. Travis Scott),SZA,2024886,4
94,Passionfruit,Drake,2022575,4
95,How Long,Charlie Puth,2001595,4
96,Magnolia,Playboi Carti,1988822,4
97,Losin Control,Russ,1984330,4
98,Mask Off,Future,1977911,4
99,White Iverson,Post Malone,1976456,4
100,Designer,Lil Pump,1975069,4
101,Relationship (feat. Future),Young Thug,1945076,4
102,Supplies,Justin Timberlake,1933363,4
103,The Weekend - Funk Wav Remix,SZA,1928280,4
104,Sensualidad,Bad Bunny,1918966,4
105,Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,1896128,4
106,Attention,Charlie Puth,1886623,4
107,It's A Vibe,2 Chainz,1883627,4
108,Bad and Boujee (feat. Lil Uzi Vert),Migos,1871870,4
109,Tip Toe (feat. French Montana),Jason Derulo,1858535,4
110,Say You Won't Let Go,James Arthur,1847593,4
111,What Ifs (feat. Lauren Alaina),Kane Brown,1811979,4
112,Transportin',Kodak Black,1810801,4
113,Capital Letters,Hailee Steinfeld,1809051,4
114,Everybody Dies In Their Nightmares,XXXTENTACION,1797447,4
115,Sauce It Up,Lil Uzi Vert,1793913,4
116,Bounce Back,Big Sean,1790624,4
117,Body Like A Back Road,Sam Hunt,1788964,4
118,iSpy (feat. Lil Yachty),KYLE,1771558,4
119,Strip That Down,Liam Payne,1765513,4
120,That's What I Like,Bruno Mars,1758419,4
121,The Weekend,SZA,1742265,4
122,I Like Me Better,Lauv,1739739,4
123,Fake Love,Drake,1728241,4
124,do re mi,blackbear,1726048,4
125,Go Legend (& Metro Boomin),Big Sean,1724789,4
126,Tunnel Vision,Kodak Black,1720324,4
127,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,1715846,4
128,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,1704784,4
129,No Role Modelz,J. Cole,1670716,4
130,MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,1667116,4
131,The Race,Tay-K,1662787,4
132,Despacito - Remix,Luis Fonsi,1662674,4
133,Dubai Shit,Huncho Jack,1658072,4
134,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,1650425,4
135,Come Alive,Hugh Jackman,1647735,4
136,Dusk Till Dawn - Radio Edit,ZAYN,1645271,4
137,Love Scars,Trippie Redd,1637513,4
138,Plain Jane REMIX (feat. Nicki Minaj),A$AP Ferg,1637027,4
139,Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,1625578,4
140,KOODA,6ix9ine,1618129,4
141,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,1617747,4
142,From Now On,Hugh Jackman,1605702,4
143,"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)",Chris Brown,1585751,4
144,Mi Gente,J Balvin,1580818,4
145,She Loves Control,Camila Cabello,1575611,4
146,T-Shirt,Migos,1569951,4
147,When It Rains It Pours,Luke Combs,1568450,4
148,For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,1553069,4
149,wokeuplikethis*,Playboi Carti,1552067,4
150,Portland,Drake,1550313,4
151,Look What You Made Me Do,Taylor Swift,1531604,4
152,One Dance,Drake,1510451,4
153,Closer,The Chainsmokers,1509558,4
154,Lust,Lil Skies,1509211,4
155,Issues,Julia Michaels,1509158,4
156,Greatest Love Story,LANCO,1505270,4
157,Unforgettable,Thomas Rhett,1504272,4
158,La Modelo,Lean Trap,1503662,4
159,PRBLMS,6LACK,1503235,4
160,Don't,Bryson Tiller,1501241,4
161,Sucker for You,Matt Terry,1495439,4
162,Exchange,Bryson Tiller,1491425,4
163,Heaven,Kane Brown,1482561,4
164,Die For You,The Weeknd,1479123,4
165,Poles 1469,Trippie Redd,1477632,4
166,In Case You Didn't Know,Brett Young,1464944,4
167,20 Min,Lil Uzi Vert,1463965,4
168,Something Just Like This,The Chainsmokers,1461530,4
169,Yours,Russell Dickerson,1449201,4
170,Icon,Jaden,1444234,4
171,Tightrope,Michelle Williams,1432771,4
172,Look At Me!,XXXTENTACION,1431869,4
173,...Ready For It?,Taylor Swift,1431194,4
174,Caroline,Aminé,1427052,4
175,So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,1420824,4
